-55	-56	-56	-56	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-60	-60	-60	-60	-60	-60	-60	-60	-61
-59	-61	-61	-62	-62	-62	-63	-63	-63	-63	-63	-63	-63	-64	-64	-64	-64	-64	-64	-64	-65	-65	-65	-65	-66	-66	-66	-66	-66	-67	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-64	-64	-64	-65	-65	-65	-65	-65	-66	-66	-66	-66	-67	-68	-68	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-63	-63	-63	-63	-63	-63	-63	-63	-64	-64	-64	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-65	-65	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
